text,source,claim_num,group
"when you look at wisconsin, in their largest city they normally have roughly 500 polling places. they just had their election a week ago, and they had five. that is ludicrous.",politifact,956,2
new york is one of only 12 states where the average gallon of gas costs more than $2.00.,politifact,957,2
says its illegal to hold an absentee-only election or mail ballots to every registered voter,politifact,958,2
says a meat shortage is not expected,politifact,959,2
"says that under the law, new york city mayor bill de blasio cant open the citys schools.",politifact,960,2
says as assembly speaker he is a constitutional officer of wisconsin.,politifact,961,2
we are currently using only around 20% of our testing capacity.,politifact,962,2
"the facility (nextgen precision health institute) construction alone will bring 3,400 jobs and $472 million in revenue to missouri.",politifact,963,2
even president trumps own epa has admitted that this rule (on air pollutants) threatens to cause serious health problems including brain damage and death and to inflict billions of dollars of economic damage on our struggling economy.,politifact,964,2
says department of health services secretary andrea palm is a career bureaucrat with no past ties to wisconsin.,politifact,965,2
joe biden already has what is the most progressive platform of any major party nominee in history.,politifact,966,2
"says 3.5 million u.s. citizens lost their employer-tied health insurance in march, while zero lost their coverage in 20 other large nations combined.",politifact,967,2
says senator joe manchin hit (an) all time low saying seniors and the disabled did not need the relief package $1000 on fox news.,politifact,968,2
"says 93,000 blacks didnt vote in milwaukee (in 2016)",politifact,969,2
"says a 2007 immigration bill was opposed by (the league of united latin american citizens), the largest latino organization in america. the southern poverty law center called its guest-worker programs akin to slavery. _Â¦ and you know who voted with me on that one, joe? barack obama.",politifact,970,2
"says rep. matt gaetz and sen. ted cruz took two weeks paid sick leave to self-quarantine. gaetz voted in 2013 to make it illegal for any city in florida to enact paid sick leave, and cruz voted in 2015 in the u.s. senate against paid sick leave.",politifact,971,2
sen. bernie sanders led the effort to dump vermont's nuclear waste on a poor latino community in texas.,politifact,972,2
car thefts (are) increasing in 8 of the 10 most populous (wisconsin) counties.,politifact,973,2
"says joe biden attacked voters this primary, saying damn liar, full of s--- and dog-faced pony soldier.",politifact,974,2
"says president donald trump promised 13,000 new jobs to the people of #wisconsin. 3 years later, were still waiting_Â¦",politifact,975,2
"trade agreements like nafta and permanent normal trade relations with china, which forced american workers to compete against people making pennies an hour, has resulted in the loss of 160,000 jobs here in michigan.",politifact,976,2
"on key issues including taxes, health care, the green new deal, abortion, and guns, there is no daylight between bernie sanders and joe biden.",politifact,977,2
"in boone county (missouri) with a 1.7% unemployment rate, we cant find enough people, we cant fill all the job openings.",politifact,978,2
"if you look at california, if you look at people of color in general, african-americans, latinos, asian-americans, we won that big time. big time. not even close.",politifact,979,2
"youve raised a lot more money than i have, bernie.",politifact,980,2
"speaking of an hiv outbreak in indiana during his time as governor, says we immediately deployed health resources.",politifact,981,2
says gov. tony evers wants to release half of the prison population.,politifact,982,2
says democratic members of congress who represent cuban americans in florida and have been critical of sanders just so happen to be supporting other candidates.,politifact,983,2
says sen. thom tillis voted to take away coverage for people with pre-existing conditions.,politifact,984,2
says california has a top income tax rate of 13.3% and people arent leaving.,politifact,985,2
"fact: mike bloomberg spent $12 million to re-elect a senate republican (toomey) in 2016. toomey beat the dem (mcginty) by 1.5 points. if mcginty had won, ds would have controlled the senate after doug jones won and could have blocked kavanaugh from the supreme court.",politifact,986,2
"not once in his entire career in washington, d.c., which started way back in 1991, has democratic socialist bernie sanders ever voted yes on sanctions against russia.",politifact,987,2
"says bernie sanders has said things like women get cancer from having too many orgasms, or toddlers should run around naked and touch each others' genitals to insulate themselves from porn _Â¦ he's written about women's rape fantasies.",politifact,988,2
says the affordable care act took money out of the medicare trust fund.,politifact,989,2
"back in 2005, when we did that first point-in-time count, there were over 188,000 thousand people that were deemed homeless in the state of california. _Â¦ thats 35,000 more than we have today.",politifact,990,2
says black babies die at rates twice as high as white babies because of a lack of access to affordable health care.,politifact,991,2
the budget hole in bernie sanders plans is bigger than the size of the entire economy of the united states.,politifact,992,2
"from the moment we passed that signature legislation, mike (bloomberg) called it a disgrace.",politifact,993,2
"when we discovered, i discovered, that we were doing many, many, too many stop and frisks, we cut 95% of it out.",politifact,994,2
pete buttigieg is a favorite candidate of wall street and the health care industry.,politifact,995,2
"says mike bloomberg is a candidate who in 2015 stated, and i quote: i, for example, am not in favor, have never been in favor of raising the minimum wage.",politifact,996,2
"amy klobuchar vows to resettle 500 percent more refugees, none in her neighborhood.",politifact,997,2
"weve also seen in the time that hes (donald trump) been president, an increase in carbon emissions going absolutely in the wrong way.",politifact,998,2
house democrats have passed more than 275 bipartisan bills this congress.,politifact,999,2
"i have also overseen historic funding increases for high-quality child care, enabling 17 states to help more children, many of which have reduced or eliminated their waitlists altogether.",politifact,1000,2
"over 130 legislators in this chamber have endorsed legislation that would bankrupt our nation by providing free taxpayer-funded health care to millions of illegal aliens, forcing taxpayers to subsidize free care for anyone in the world who unlawfully crosses our borders.",politifact,1001,2
the president has exploded the debt by more than $3 trillion  all to give billion-dollar tax cuts to the wealthiest few.,politifact,1002,2
cory booker and all these people couldn't get any of the things that (michael) bloomberg's getting now with respect to dnc debate rules.,politifact,1003,2
"In a letter in July 2020, Seattle Police Chief Carmen Best told residents and business owners, ""We cannot enforce the law. You are on your own,"" or words to that effect.",snopes,1004,3
"A photograph shows buses purchased by Black Lives Matter to ""transport members to riots.""",snopes,1005,3
"George Floyd, the Minneapolis man who died in police custody in May 2020, appeared on ""Judge Judy"" as a teenager. ",snopes,1006,3
"A photograph shows President Obama, Dr. Anthony Fauci, and Melinda Gates at a laboratory in Wuhan, China, in 2015. ",snopes,1007,3
The common allergy drug Benadryl can be used to treat rattlesnake bites. ,snopes,1008,3
"The 9/11 Memorial &amp; Museum and the World War II Memorial, both in New York state, were vandalized during Black Lives Matter protests in the spring of 2020.",snopes,1009,3
"A photograph of a scantily clad singer represents ""antifa"" in a Seattle anti-police-brutality protest zone in summer 2020.",snopes,1010,3
A photograph shows an arrested looter amid social unrest in 2020 wearing blackface.,snopes,1011,3
Antifa and Muslim organizations in summer of 2020 were planning to police the streets of Minneapolis under Muslim rule.,snopes,1012,3
"Black Lives Matter ""members and supporters"" are tampering with or poisoning the orders of white patrons at fast food restaurants.",snopes,1013,3
"A photograph shows Joe Biden's great-grandfather, Joseph J. Biden, a Confederate soldier who owned slaves in the 1800s. ",snopes,1014,3
"An official Black Lives Matter flyer labels white men, women, and children as ""the enemy."" ",snopes,1015,3
"A photograph shows Aracely Henriquez, a woman who was allegedly assaulted by George Floyd in a robbery.",snopes,1016,3
"Ã¬Â°Â½Ã­AntifaÃ¬Â°Â½Ã­ posted an ad on the Lincoln, Nebraska, Craigslist website offering to pay protesters Ã¬Â°Â½Ã­to cause as much chaos and destruction as possible.Ã¬Â°Â½Ã­",snopes,1017,3
A video shows protesters and members of antifa attacking the Texas Children's Hospital and terrorizing a child during spring 2020 demonstrations against police brutality.,snopes,1018,3
"A video shows U.S. President Donald Trump mocking the death of George Floyd and/or Eric Garner by pretending to choke and saying, ""I can't breathe.""",snopes,1019,3
"The Obama Foundation mysteriously tweeted an image of a protest sign with George Floyd's face on it on May 16 and 17, 2020, more than a week before his death.",snopes,1020,3
A photograph shows razor wire atop a newly constructed security fence outside the White House. ,snopes,1021,3
A photograph shows the Lincoln Memorial after it was defaced by Black Lives Matter (BLM) protesters. ,snopes,1022,3
"In June 2020, Starbucks was offering free Frappuccino drinks to anyone who shouted ""Black Lives Matter"" inside their cafes.",snopes,1023,3
A photograph shows former U.S. President Barack Obama and first lady Michelle Obama marching with protesters in June 2020. ,snopes,1024,3
"A clip from the animated series ""Sailor Moon"" features the heroes calling police officers ""dirty pigs,"" ""fascists,"" and ""class traitors.""",snopes,1025,3
LEGO pulled police- and White House-themed toys in response to nationwide protests following the death of George Floyd.,snopes,1026,3
U.S. President Donald Trump (or his administration) has the legal authority to designate antifa as a terrorist organization.,snopes,1027,3
Black Lives Matter activists threatened in social media posts to assassinate white families.,snopes,1028,3
"A group calling itself ""Antifa America"" threatened to ""take what's ours"" from the suburbs in May 2020 after rioting in the nation's major cities in protest of the death of a black man in police custody.",snopes,1029,3
"U.S. President Donald Trump complained about his experience in the White House bunker on Twitter, saying that President Barack Obama left it in a bad shape, with no food or supplies.",snopes,1030,3
"MSNBC used footage from the zombie apocalypse film ""World War Z"" as if it were live footage of the 2020 George Floyd protests.",snopes,1031,3
"The TV show ""The Simpsons"" predicted the death of George Floyd. ",snopes,1032,3
"Internet and cell service for people protesting police brutality in Washington, D.C., turned off for a temporary ""blackout"" on June 1.",snopes,1033,3
A photograph shows Adolf Hitler holding a bible in a crowd. ,snopes,1034,3
"A photograph shows members of the NYPD wearing ""I Can Breathe"" shirts mocking the death of George Floyd. ",snopes,1035,3
"Photographs show tigers, hippos, and giraffes that escaped from various zoos during widespread protests in May 2020. ",snopes,1036,3
A video shows police officers attempting to arrest an FBI agent during the George Floyd protests in 2020. ,snopes,1037,3
"An image shows a recruitment flyer for a group seeking to hire ""professional anarchists.""",snopes,1038,3
"A photograph shows a number of figures in white hoods Ã¬Â°Â½Ã­Â»Ã¬Â°Â½ presumably belonging to the Ku Klux Klan, a white supremacy group Ã¬Â°Â½Ã­Â»Ã¬Â°Â½ at a May 2020 gathering in Mississippi.",snopes,1039,3
Viral video shows a riot taking place in the Mall of America as protests erupted in response to the death of George Floyd in May 2020.,snopes,1040,3
"Derek Chauvin, whom news reports identified as the cop who kneeled on the neck of George Floyd before he died, was honored for his service by U.S. President Donald Trump at a 2019 rally.",snopes,1041,3
"A photograph shows former Minneapolis police officer Derek Chauvin wearing a ""Make Whites Great Again"" hat. ",snopes,1042,3
"Michelle Obama was ""caught"" wearing Mary Todd Lincoln's stolen jewels.",snopes,1043,3
President Trump issued an order deeming church an essential business. ,snopes,1044,3
"A baseball player using an axe as a bat cut the ball in two with his swing and knocked half of it over the fence, scoring half a run and winning the game.",snopes,1045,3
U.S. Sen. Mitt Romney endorsed 2020 Democratic presidential candidate Joe Biden.,snopes,1046,3
"Additional entries to a ""You Had a Hunch the News System Was Rigged?"" list document several familial relationships between prominent U.S. political figures.",snopes,1047,3
Alaska Airlines is offering a chance to win two free tickets to users who complete a survey. ,snopes,1048,3
State Farm canceled Michael Bloomberg's life insurance policy after the candidate announced Hillary Clinton as his pick for vice president.,snopes,1049,3
A U.S. military airplane lost in 1945 mysteriously reappeared 75 years later.,snopes,1050,3
Former U.S. Vice President Joe Biden's 2020 presidential campaign forced the staff of an Iowa public library to remove an American flag.,snopes,1051,3
"HealthCare.gov, otherwise known as the ""Obamacare"" website, cost $5 billion.",snopes,1052,3
black lives matter injures 1000 police officers kills 36 people and does $8 billion in damage.,politifact,1053,3
a photo showing ellen degeneres with a girl is evidence of a child sex-trafficking conspiracy.,politifact,1054,3
scores of politicians and others are on a list of sex cases from newly unsealed ghislaine maxwell court documents.,politifact,1055,3
the average cost of child care in this country is more than what it costs to send a child to college for one year.,politifact,1056,3
"when byron donalds wanted a state job, he lied, claiming he wasnt a felon despite convictions for drugs and felony theft.",politifact,1057,3
california has six extra congressional representatives because illegals are counted in the census.,politifact,1058,3
says bubba watson wrote a viral facebook post about black lives matter.,politifact,1059,3
"says haley stevens plan for socialized medicine would eliminate 100,000 doctors and nurses.",politifact,1060,3
"under an executive order, expensive insulin went from big dollars to virtual pennies _Â¦ especially (for) our seniors.",politifact,1061,3
cnn is at it again. putting a black guys head on a lily white dude to push an agenda.,politifact,1062,3
says milwaukee police were protecting a sex offender's house and snuck children out of it after a mother tracked her missing daughter to that address.,politifact,1063,3
absentee voting is different from mail-in voting and has more protections against fraud.,politifact,1064,3
says actor kurt russell said this about the police.,politifact,1065,3
america was the only country that ended slavery,politifact,1066,3
"a patch on law enforcement officers in portland is for zti solutions, a private contractor.",politifact,1067,3
"photos show portland, ore., after protests.",politifact,1068,3
black lives matter is a terrorist organization.,politifact,1069,3
"the longest filibuster in u.s. history was 75 days and took place in 1964, when democrats tried to block the civil rights act.",politifact,1070,3
spongebobs license address is jeffrey epsteins private island!,politifact,1071,3
joe biden takes a knee after spotting an american flag near his childhood home in pennsylvania.,politifact,1072,3
florida state senate candidate ray rodrigues is promoting illegal immigration.,politifact,1073,3
portland goon squads were blackwater contractors not federal officers.,politifact,1074,3
"say that according to the los angeles times, 95% of warrants for murder in los angeles are for illegal aliens, more than two-thirds of all births in los angeles county are to illegal alien mexicans on medicaid, nearly 60% of all occupants of hud properties are illegal, and nancy pelosi wants to put a windfall tax on retirement fund profits.",politifact,1075,3
@mark warner and his party bosses are calling to defund the police...,politifact,1076,3
photo shows huge charter busses black lives matter bought to transport members to riots.,politifact,1077,3
walmart has just pledged $100 million to black lives matter.,politifact,1078,3
says mark zuckerberg's real name is jacob greenberg and hes the grandson of billionaire david rockefeller.,politifact,1079,3
no u.s. presidents elected before donald trump were racist.,politifact,1080,3
"quotes tom brady as saying, if anyone on my team kneels, i quit.",politifact,1081,3
says gov. gretchen whitmer defunded the michigan state police and the prisons.,politifact,1082,3
we're setting record job numbers.,politifact,1083,3
kroger stores are charging a blm charge.,politifact,1084,3
the united nations new world order agenda will create one world government with one world military and the end of national sovereignty.,politifact,1085,3
"the estate tax would punish family farms and small businesses, forcing them to be sold off instead of passed on to the next generation.",politifact,1086,3
quotes joe biden as saying we need to teach our children the islamic faith in our schools!,politifact,1087,3
says president donald trump is still yet to say anything as the president of the united states about bounties on american troops.,politifact,1088,3
bank of america just pledged $1 billion dollars to black lives matter.,politifact,1089,3
teachers are the number one occupation of the antifa terrorist organization according to the fbi.,politifact,1090,3
the new york times published tucker carlsons home address and location.,politifact,1091,3
"says joe biden said, we dont need any more n***** bigshots.",politifact,1092,3
"says barack obama signed the law authorizing federal agents to snatch protesters off the streets in portland, ore.",politifact,1093,3
says john james wants to allow insurance companies to discriminate against people with preexisting conditions.,politifact,1094,3
since trump labeled antifa a terrorist organization their rights were stripped by the patriot act which states if someone is labeled a terrorist they are not afforded due process.,politifact,1095,3
"nine antifa members arrested in portland, ore.",politifact,1096,3
12 white female bodies in garage freezer tagged black lives matter.,politifact,1097,3
the fbi uncovered 256 texts between adam schiff and jeffrey epstein,politifact,1098,3
says president donald trump tweeted that south dakota needs to keep its border with california closed.,politifact,1099,3
says donald trump tweeted that the confederate flag is a symbol of love!! plantations kept black people employed and gave them free food and housing!!! black unemployment was very low back then like now with me as your president!!,politifact,1100,3
old c-span footage of joe biden introducing man in blackface.,politifact,1101,3
wayfair ceo steps down.,politifact,1102,3
photo shows chuck schumer kissing this child on epstein island!,politifact,1103,3
"says joe biden plans to mandate net-zero carbon emissions for homes, offices and all new buildings by 2030. that basically means no windows, no nothing.",politifact,1104,3
says research shows that children feel pressure to become sexually active because of comprehensive sex education.,politifact,1105,3
says wisconsin republicans pushed for long lines and polls open for one day only.,politifact,1106,3
"under joe bidens policy, immigrants in the country illegally get welfare benefits. united states citizens don't get what they're looking to give illegal immigrants.",politifact,1107,3
says betsy devos said only 0.02% of kids are likely to die when they go back to school.,politifact,1108,3
"first off, its in statute already in hipaa that preexisting conditions are covered.",politifact,1109,3
weis food stores will no longer sell anything with the american flag and their employees can no longer wear anything with the flag.,politifact,1110,3
registered republican not allowed to vote.,politifact,1111,3
says democratic mayors in some of wisconsin's largest cities closed voting locations in april to cause chaos.,politifact,1112,3
says amber alerts are issued for white kids but not black kids in milwaukee.,politifact,1113,3
"hillary clinton is on trial, she (supposed) to have killed a 10-year-old girl.",politifact,1114,3
"and i heard that just yesterday, joe biden said that well-armed police in his words become the enemy and he said that he would absolutely cut funding for law enforcement.",politifact,1115,3
says texas education agency commissioner mike morath is requiring teachers to return to classrooms while he has closed his offices at tea through january.,politifact,1116,3
"florida state rep. heather fitzenhagen turned her back on president trump, refusing to ban sanctuary cities.",politifact,1117,3
says police unions have it written into a contract that (officers) are not going to be accountable for misconduct.,politifact,1118,3
"quotes lebron james as saying, i dont want nothing to do with white people. i dont believe they want anything to do with me. i dont want no (white) friends. its me and my boys.",politifact,1119,3
u.s. rep. matt cartwright proposes to defund the wilkes-barre police.,politifact,1120,3
federal officials confirmed that the cdc sent states tainted lab test kits in early february that were themselves seeded with the virus.,politifact,1121,3
"photo shows raz simone, the alleged leader of chaz crying after seattle police arrested him.",politifact,1122,3
a photo shows donald trump embracing jeffrey epstein in the back of a limousine.,politifact,1123,3
"for the first time, the honor guard soldiers that march at the tomb of the unknown soldier in arlington cemetery have been issued live ammunition.",politifact,1124,3
"says gary peters fought against funding for the va, veterans housing programs, military pay raises, and health care and research for veterans and their families. he also fought against funding for processing veterans disability claims.",politifact,1125,3
the presidents daily brief is like a mini novel.,politifact,1126,3
says melania trumps dress at mount rushmore speech was designed from drawings of several young victims of sex trafficking.,politifact,1127,3
"the national coin shortage was done intentionally, the mint is no longer releasing coins into circulation aka this is the beginning of the end of paper money.",politifact,1128,3
republicans didn't increase state funding for nursing homes in the last budget.,politifact,1129,3
"while voters were distracted, (gov. j.b.) pritzker gave huge pay raises to his politician buddies.",politifact,1130,3
"china has been stealing our manufacturing, costing wisconsin almost 90,000 jobs.",politifact,1131,3
says john elway told nfl players kneel on my field and youre fired on the spot.,politifact,1132,3
says joe biden supported the castro regime and meeting with maduro.,politifact,1133,3
a denver international airport mural of people wearing masks was painted in 1994.,politifact,1134,3
an image from the st. louis protest is what msm (mainstream media) wont show you. peaceful demonstrator pointing weapon at homeowner.,politifact,1135,3
advertisements for [scott] milnes travel company allow milne to illegally use corporate funds.,politifact,1136,3
old photo shows georgia gov. brian kemp and his mother wearing kkk garb.,politifact,1137,3
"says kamala harris said once trumps gone from the white house, well be coming for you next. you will feel the vengeance of a nation.",politifact,1138,3
drunk nancy pelosi was removed from the house floor for cursing at republicans.,politifact,1139,3
joe bidens great-grandfather joseph j. biden was a slave-owner and fought for the confederacy.,politifact,1140,3
says george floyd has hair in one shot but is bald in the shots of him laying on the ground.,politifact,1141,3
says as a state lawmaker a bill he sponsored would have made it easier to get rid of bad cops,politifact,1142,3
antifa are killing our police. looting our businesses. assaulting the elderly and burning our churches.,politifact,1143,3
chick-fil-a now open sunday (blacks only).,politifact,1144,3
kill a white on sight appears on black lives matter/antifa flyers.,politifact,1145,3
of course i will always protect those with preexisting conditions. always.,politifact,1146,3
a craigslist ad was soliciting anti-trump protesters in phoenix.,politifact,1147,3
"protest vandalism in richmond all started two weeks ago when mayor stoneys police gassed - tear gassed - a peaceful crowd of protesters, moms and children, at 7:30 p.m. sharp.",politifact,1148,3
police officer is the occupation with the highest suicide rate of any profession.,politifact,1149,3
photo shows klansmen and a burning cross at the democratic national convention of 1924.,politifact,1150,3
says americas most violent cities are that way because of their democratic politics,politifact,1151,3
aunt jemima was photographed chained to a table.,politifact,1152,3
images of crowds and crowded arenas were taken today in tulsa oklahoma,politifact,1153,3
obamas daughters caught on camera burning us flag at dc protest.,politifact,1154,3
photo shows the bok center full with people during donald trumps tulsa rally.,politifact,1155,3
a bar graph compares homicides for various racial groups,politifact,1156,3
says nascar announced that driver bubba wallace mistook a serpentine automotive belt for a noose in his garage stall.,politifact,1157,3
photos show the inside of the bok center during donald trumps rally in tulsa.,politifact,1158,3
"companies that use prison labor: whole foods, mcdonalds, walmart, victorias secret, at&t, bank of america, starbucks, wendys.",politifact,1159,3
says obama foundation posted picture of george floyd before he died.,politifact,1160,3
"former slave nancy green, the first aunt jemima model, died as one of americas first black millionaires.",politifact,1161,3
"as a lawyer working in korea, nate mcmurray helped send american jobs to asia",politifact,1162,3
cnn aired a video of a toddler running away from another toddler with the headlines terrified toddler runs from racist baby and racist baby probably voted for trump.,politifact,1163,3
says tim tebow kneeled in protest of abortion during the national anthem in 2012. he was praised by fans as being a model american.,politifact,1164,3
"even so-called moderate democrats like joe biden have endorsed a ban on fracking, which would eliminate 516,000 michigan jobs and reduce the states gross domestic product by $159 billion over five years.",politifact,1165,3
says before he planned a rally on june 19 nobody had ever heard of juneteenth.,politifact,1166,3
californias registered independent voters will not be able to vote republican come 2020.,politifact,1167,3
"antifa now banging on residents doors in seattle, demanding food & supplies. if they dont get it, the house gets vandalized.",politifact,1168,3
president obama and vice president biden never even tried to fix this (police reforms) during their eight-year period.,politifact,1169,3
says these elite figures are on house arrest with ankle monitors due to child trafficking crimes.,politifact,1170,3
163 paid protesters just filed a lawsuit against george soros for not paying their bail.,politifact,1171,3
"while in prison, boxer jack johnson invented and patented the first wrench, and white people insulted him by calling it a monkey wrench.",politifact,1172,3
nazi germanys hermann g_Â£_Â¶ring worked to defund and eliminate the police departments so that they would not interfere with his brown shirts.,politifact,1173,3
speaker pelosi presents a special service flag to mr. floyds family.,politifact,1174,3
says nascar bans the confederate flag but forces all their drivers to do muslim prayer.,politifact,1175,3
says the state of maryland issued these independence day 2020 safety guidelines.,politifact,1176,3
the point of defunding the police in minneapolis is that minnesota is where obama settled 1 million islamics. they want sharia law.,politifact,1177,3
cnn lightened the photo of the man who drove into the protester last night in seattle.,politifact,1178,3
"says photo of beaten woman is aracely henriquez, a pregnant woman who george floyd assaulted during an armed robbery.",politifact,1179,3
united states navy seal team ... helicopter was shot down yesterday in afghanistan and they lost 30 members of the team.,politifact,1180,3
"donald trump is recruiting excited and enthusiastic minority actors and actresses to appear at his campaign rally in tulsa, okla.",politifact,1181,3
"all money donated to black lives matter goes directly to act blue, a democrat super pac that then feeds the money to democrat candidates.",politifact,1182,3
the buffalo protester pushed to the ground had been previously arrested 300 times. 82 times for incitement. riots is what he does for a living.,politifact,1183,3
wearing the kente cloth worn by affluent african slave traders is like honoring jews by wearing swastikas.,politifact,1184,3
says photo shows that chick-fil-a distributed back the blue t-shirts to employees in response to recent protests over police brutality.,politifact,1185,3
george floyd at his own funeral and george floyd three days ago.,politifact,1186,3
hillary clinton is on trial for bengazi (sic) this week.,politifact,1187,3
"trump supporters tackled an antifa thug, unmasked him, duct taped him to an electrical box.",politifact,1188,3
it wasn't a big deal when bill clinton held up the bible in front of the same exact church (as donald trump).,politifact,1189,3
says a photograph shows u.s. soldiers sleeping on the ground after washington d.c.s mayor kicked them out of local hotels.,politifact,1190,3
buffalo protester shoved by police could be an antifa provocateur. 75 year old martin gugino was pushed away after appearing to scan police communications in order to black out the equipment ... was aiming scanner. could be a set up?,politifact,1191,3
"a mans injuries from falling after police officers shoved him in buffalo, n.y. were staged.",politifact,1192,3
donald trump cancelled bill gates project known as id2020.,politifact,1193,3
says joe biden wants to defund the police.,politifact,1194,3
"says a new law adopted in texas means property tax bills are no longer really dependent on your values, it is on (local government) revenue growth.",politifact,1195,3
"a declaration of disaster, has been issued for the state of texas. house bill 1177 allows any texan who can legally own a firearm to carry their handgun, open or concealed, for a full week after a state or natural disaster is declared.",politifact,1196,3
text from someone connected to raleigh police: antifa may be heading into the wealthy neighborhoods tonight to take what should be theirs.,politifact,1197,3
"the man pictured in a mugshot is not derek chauvin, the officer who was recorded kneeling on george floyds neck.",politifact,1198,3
this man who was kicked and stomped was killed by an antifa murderer.,politifact,1199,3
says hes the one who gave the nickname mad dog to former defense secretary james mattis.,politifact,1200,3
"the ceo of the company that owns wendys, taco bell, and pizza hut donated $400,000 towards trumps re-election campaign.",politifact,1201,3
photos show cemeteries and war memorials damaged during george floyd demonstrations.,politifact,1202,3
says joe bidens presidential campaign donated $20 million to bail out protesters.,politifact,1203,3
"white busses marked soros riot dance squad spotted in michigan: its official, the riots are staged.",politifact,1204,3
says donald trump got exposed for raping a 13-year-old in retaliation for law enforcement officers killing black people.,politifact,1205,3
"if protesters blocking the road start banging on your windows, threatening you and trying to get in your vehicle, it is legal to hit the gas and plow through them.",politifact,1206,3
says a rioter accidentally dropped a riot manual with detailed instructions.,politifact,1207,3
a photo shows adolf hitler holding a bible like donald trump.,politifact,1208,3
"if president trump decides to deploy the u.s. military domestically, he would be mobilizing u.s. military troops on american soil for the first time since 1807.",politifact,1209,3
zoo animals were released during protests in chicago.,politifact,1210,3
rocks being dropped off in cages in la for rioters. compliments of george soros.,politifact,1211,3
"says officials in washington, d.c., are jamming all communications.",politifact,1212,3
blm fresno riots will begin at 4 p.m. in river park on 06/02/20,politifact,1213,3
antifa is warning that tonight they're moving out of the cities - and into residential areas to 'take what's ours.',politifact,1214,3
says ex-minneapolis officer accused of killing george floyd commits suicide in prison cell.,politifact,1215,3
"during protests outside the white house, mayor muriel bowser wouldn't let the d.c. police get involved.",politifact,1216,3
george floyds death and the ensuing protests were planned to introduce martial law and purge the united states.,politifact,1217,3
the naacp has endorsed me every time i've run.,politifact,1218,3
protesters broke into the white house.,politifact,1219,3
"says an image of armed anti-lockdown protesters and an image of unarmed minneapolis protesters being tear gassed were taken in the same state, same month.",politifact,1220,3
this is 76 year old senile joe biden!!! that is a 15 year old girl with whom hes making out!!!,politifact,1221,3
"right now, china controls 80% of all ingredients and raw materials going into our generic prescription drugs.",politifact,1222,3
twitter is completely stifling free speech by adding a fact-check label to trumps tweet.,politifact,1223,3
a photo shows donald trump with derek chauvin - the cop who killed george floyd.,politifact,1224,3
"the woman in this photograph is margaret sanger, founder of planned parenthood, meeting with the ku klux klan in 1926, silver lake, new jersey.",politifact,1225,3
"california gov. gavin newsom is sending ballots to millions of people, anyone living in the state, no matter who they are or how they got there, will get one and the election is rigged.",politifact,1226,3
ron howard wrote a facebook post about being a liberal.,politifact,1227,3
there are many unanswered and obvious questions about the 2001 death of a staff member of joe scarborough.,politifact,1228,3
joe biden tells voters he's 'going to beat joe biden.',politifact,1229,3
40% of the initial small business funds didnt go to small businesses at all.,politifact,1230,3
trump re-signed 1952 law making muslamic law illegal,politifact,1231,3
the house democrats snuck a provision into their $3 trillion bailout bill today that would keep the house in recess until july 21.,politifact,1232,3
says ron johnson and 36 other senators voted for federal agencies to have access to your internet history without obtaining a warrant.,politifact,1233,3
rogue michigan official sent absentee ballots to 7.7 million people illegally and without authorization ahead of the primaries and general election.,politifact,1234,3
"says gop state sen. patrick testin is responsible for lost $25m in federal funding, because he refused to do his job.",politifact,1235,3
says the feds closed the courtroom when el chapo started naming democrats he paid off.,politifact,1236,3
"says gov. tony evers is proposing a new plan, a 150 day shutdown of the state (5 months!) followed by a 120 day extension.",politifact,1237,3
clinton foundation investigator kenneth mccormick found dead.,politifact,1238,3
a girl was decapitated in front of her parents by a somali migrant. media covered up the murder.,politifact,1239,3
democrats introduce bill to euthanize seniors to save social security.,politifact,1240,3
"says joe biden said voting by mail is a way to fundamentally change this country, contradicting past statements by barack obama and debbie wasserman schultz.",politifact,1241,3
an economics professor taught her students about socialism by socialising grades and failing all of them,politifact,1242,3
trump revokes barack obamas security clearance.,politifact,1243,3
says attorney general william barr didnt cite the rule of law in explaining his decision in the michael flynn case during a cbs news interview.,politifact,1244,3
illinois got into fiscal problems because of a republican governor who was governor there before gov. j.b. pritzker.,politifact,1245,3
wisconsin has no tracing program going on that we can speak of.,politifact,1246,3
says wisconsin gov. tony evers wants to force residents to fund planned parenthood abortion business.,politifact,1247,3
"quotes gov. gretchen whitmer as saying, now is not the time to live by the constitution, its time to put that damn thing in a shredder.",politifact,1248,3
"alexandria ocasio-cortez compared trump to jesus, calling both con artists.",politifact,1249,3
"joe biden was involved in a plot to kidnap jfk jr. according to the just declassified fbi files, and also made several threats.",politifact,1250,3
president trump has banned welfare for illegal immigrants which will save $57.4 billion a year.,politifact,1251,3
breaking news kim jong un has pass(ed) away.,politifact,1252,3
says nancy pelosi tweeted that she was disgusted with donald trump over taxes,politifact,1253,3
says nancy pelosis 4th husband filed for divorce.,politifact,1254,3
says bill murray said social media is training us to compare our lives ... no wonder why everyone is depressed.,politifact,1255,3
"wisconsin is run by democrats right now, so they should address election social distancing concerns.",politifact,1256,3
"as soon as i endorsed (supreme court justice daniel kelly), the wisconsin democrats said, lets move the election to two months later.",politifact,1257,3
says joe biden stuck a gun in an elderly womans mouth at a wisconsin rally,politifact,1258,3
says deputy comptroller aycha sawa blocked an audit of the milwaukee lead program for three years that put our children in danger and spurred a criminal investigation.,politifact,1259,3
